distance_miles,order_subtotal,wait_time_minutes,weather,time_of_day,day_of_week,communication_rating,item_count,messages_sent,tip_percent,tip_amount
1.5731123927966226,5.770813675559299,10.897540900415363,clear,night,Tue,1,1,1,26.528272457516472,1.5308971748679914
5.5555501557031555,13.923292352644548,11.817947879060483,rain,morning,Sun,4,3,1,23.92355806963276,3.330946931189656
4.9081007257857685,19.096769852129327,10.398406791982529,rain,afternoon,Mon,1,3,2,21.23236445775498,4.054695774662775
0.1,11.768538211031606,15.383133522713418,clear,night,Sat,4,3,2,20.832425000996167,2.4516718965267357
4.741622115681636,41.61362271301558,12.880802801177936,clear,night,Mon,4,2,0,19.894447734488505,8.278800421068121
2.917747850843896,40.78155414970286,5.305846613624807,clear,night,Mon,1,6,0,17.77981880593795,7.250886434062638
5.905057435590525,26.59269433622029,7.932826806913754,clear,night,Mon,1,3,0,14.763259356770712,3.925948434809477
4.275159274549159,21.448743975803403,5.5287934148223234,clear,morning,Tue,5,2,2,17.070424807820917,3.6613917126115383
2.707769785342775,11.535586347606575,8.56243484493258,rain,afternoon,Thu,1,4,0,18.705532353659486,2.1577928364358745
0.1,25.195482141787025,10.399386968370687,clear,night,Thu,4,3,1,15.632028931952453,3.938565057949061
3.8467606276686896,24.1220967864223,11.769523329000492,clear,afternoon,Wed,5,3,0,15.753654091464805,3.800111687341317
1.5507618593729926,28.59669210411225,9.45604643791611,clear,morning,Sun,5,4,0,21.466925806048643,6.138830676973948
4.658183241444058,12.916753159920887,6.439262473767228,clear,afternoon,Mon,2,2,4,19.78194193066677,2.5551846094231148
3.121953025305603,48.547773972246624,6.360189646073005,clear,afternoon,Wed,5,3,1,24.379132863516627,11.835526318973749
4.069761286845229,22.15992716621231,7.21671630445689,clear,afternoon,Tue,1,6,0,12.037544029501358,2.6675109895382394
4.456943483072995,35.70815355969268,12.167924606520625,clear,afternoon,Thu,4,1,0,11.385717924418907,4.065629640324958
4.5112467073299305,28.993015049108415,15.692045653342873,snow,afternoon,Wed,1,2,1,14.543265462980095,4.216531144313605
3.414864629852992,18.347015403159347,8.437078272718985,clear,night,Mon,5,3,3,9.096999801054324,1.6690279547248117
6.699146970859463,15.266359256769299,15.962802966530433,clear,night,Wed,2,2,2,17.5727620943154,2.6827209926555655
6.095509136735712,13.198258000224381,11.77370038012235,clear,afternoon,Tue,3,5,2,24.771122121599817,3.2693566071593994
2.80014804086872,11.62338109807312,11.85005931536999,snow,afternoon,Tue,2,6,2,19.979198943408996,2.3222584335346257
5.241625785408079,35.037472593835716,13.142641431305734,rain,afternoon,Thu,3,0,3,18.154843706617537,6.360998388159828
0.1,35.082129425496454,9.37380710818777,clear,night,Sat,4,5,2,18.00098001279666,6.315127105947073
4.024028604231727,53.54029318358952,9.01630964049497,rain,morning,Thu,4,3,2,20.52677168045679,10.99009373884259
2.554495244387395,14.34345777175544,6.5213832103691445,clear,night,Mon,2,2,1,20.764967382151518,2.978414327777694
4.891838855999181,15.247211709946052,6.7322161314304765,clear,afternoon,Mon,5,5,3,20.981024242026333,3.199021185096859
3.8916712308874826,10.882359037697478,10.936342959462433,clear,morning,Fri,4,2,4,22.529345323273578,2.4517242469213363
3.6989567787204116,26.6911551513723,6.009357348449271,snow,afternoon,Sun,5,1,2,18.483398751929123,4.933432638124214
0.1,24.65677815221751,6.882639033590299,clear,afternoon,Sat,1,4,4,14.256288338478514,3.515141388359103
6.523546414965946,21.080216745102387,10.161867679772666,rain,afternoon,Tue,3,2,2,18.346896139669365,3.8675654722411252
7.669957607066326,7.211283433334894,5.343443184485605,rain,afternoon,Mon,3,7,3,23.488620675869726,1.693831011517868
2.176823124941309,18.431897426057734,9.182415074444167,rain,night,Tue,5,2,0,17.571265954755976,3.238717717240426
4.575368172214878,16.564836284899435,7.881615140337029,clear,afternoon,Sat,4,4,0,17.088395809602176,2.8306647895762156
0.1,15.64161866612635,11.24508458343731,clear,afternoon,Wed,4,3,1,20.797904661211145,3.2531289376511645
0.4380955493416181,12.148844020985663,10.650465907887423,rain,morning,Tue,1,5,0,19.35781240231408,2.3517504346321556
1.8731943437145084,11.817503412364882,8.23553196322861,rain,night,Fri,5,3,4,27.18174502645344,3.212203646041457
1.830912373068268,8.767842324172062,18.79616496426087,clear,night,Sat,5,4,1,18.833246952472166,1.6512693973146995
4.253552550446782,50.22825635387636,5.952247496233546,clear,night,Wed,1,3,0,22.4421873134826,11.272319375233158
1.305640548623812,25.515991832526243,5.677151038351699,clear,afternoon,Wed,5,1,2,16.093954754030616,4.10653218056892
3.983575559160232,54.78049510224108,16.46781718815093,clear,night,Mon,5,0,0,20.638574147740897,11.305913100175596
5.513048691745452,20.025839675067797,13.398354190869494,clear,night,Mon,2,2,1,18.291140538599034,3.662954479001175
1.5125034483021402,21.724455129401754,9.110299644674326,rain,afternoon,Sat,5,5,4,19.840719271253025,4.3102881554339305
6.77462301192746,17.713269164393033,8.226237237452949,clear,afternoon,Fri,3,2,1,16.48337386114866,2.9197443793984665
2.2814052685030113,32.800770832013065,12.145376065852734,clear,afternoon,Thu,2,3,2,18.584606892482743,6.095894316833769
5.192917994203498,12.926123872118358,2.038374666036587,clear,afternoon,Wed,1,2,3,16.22835728358911,2.09769756488667
2.3108947249388057,12.930041572594838,4.065780495023264,clear,night,Sat,1,5,2,22.540558462961716,2.9145035799559937
2.0120024336471434,32.35148201213012,12.072079045413536,rain,night,Mon,1,0,1,11.138255280535498,3.603390653547575
0.1,19.33662459885914,9.730576553136387,clear,night,Sat,4,3,0,17.979174065017233,3.476565394927825
1.8646095293417466,15.67974835826617,5.891017813608584,rain,night,Fri,2,0,0,20.483551219416828,3.2117692860411204
5.069514590837707,9.540715397124789,9.14759917925816,clear,afternoon,Tue,1,5,1,17.831217875433268,1.7012257493363292
0.4695093116192268,7.3378644305694225,9.552976556564206,clear,afternoon,Thu,1,4,0,17.45539885221542,1.2808535035907385
6.678242151406291,15.827446575620643,10.63106234572706,clear,night,Thu,2,3,1,14.657034707969705,2.31983433797408
2.033937503152994,11.748485951202317,14.52681202907208,rain,afternoon,Mon,3,2,0,16.200432946821252,1.9033055887912464
5.286065287503992,17.19524963027353,5.3413128167593085,clear,night,Sun,4,5,0,19.10857380146216,3.285766965946467
1.6287656853243533,9.186980898415726,6.69376264693082,clear,night,Sun,4,2,0,23.411625323057823,2.150821546437981
5.536104162579793,31.204362054686793,11.741565934062008,clear,afternoon,Thu,1,3,2,13.052680122990076,4.0730055634179605
1.7116033629423464,13.96781963688153,15.007487071924537,clear,night,Thu,4,1,0,20.75905043860709,2.8995867235939023
2.7817930889725093,12.39803828693764,5.87291625378414,clear,night,Thu,1,2,1,21.788045675861795,2.7012902448688063
4.473636458972328,8.938020625662901,6.245623188142975,clear,morning,Thu,5,5,0,25.45147462085594,2.2748580511474628
2.3677344102922966,22.305649634572603,14.894813478521368,rain,afternoon,Thu,2,5,1,18.18685077036016,4.056695212399106
2.7961993793872693,32.8230860885911,9.348003829663153,snow,afternoon,Sat,1,1,1,20.505829995278788,6.730646232530492
3.6202186850938793,47.70982435046652,12.394197430822631,clear,afternoon,Thu,1,3,0,18.79078319179061,8.965049654880286
4.881515258520064,36.33753720588197,10.121606445804966,rain,morning,Sat,5,6,3,22.029920573975705,8.005130584994669
5.878367237083893,31.294353618140466,5.157704502662043,clear,night,Mon,1,5,3,16.646407982258673,5.20938577868639
4.573259419736834,22.67697772455068,7.081131068312752,rain,night,Wed,5,5,1,20.089742020003534,4.555746322795899
0.4436063003067132,23.39880837934264,2.132535585791354,rain,afternoon,Wed,2,4,2,13.318019103025332,3.116257769841145
2.79472056685755,25.73216867382027,10.449473679816531,rain,afternoon,Sun,4,0,1,25.26159406128369,6.500355993545284
4.377807711393994,7.853003899600984,9.27594832525965,clear,afternoon,Tue,5,5,2,19.274385326828877,1.5136182313399915
0.49524649150207223,13.268472518482582,15.177411056263534,clear,afternoon,Sat,3,6,1,26.205028424489587,3.4770069949639497
3.6353922905116707,19.070568894442996,8.096471858483872,clear,night,Sun,1,2,1,11.680093170414944,2.227460214999113
5.7588600157981915,43.878353808761716,15.025573228184633,clear,afternoon,Thu,4,3,2,17.40501025877477,7.637031981796467
3.87834198788438,20.546834384123198,15.2705278894849,snow,afternoon,Wed,1,1,0,13.261186793244296,2.7247540877771232
2.769194116585034,11.053990958951092,14.876060704409753,clear,afternoon,Tue,5,3,1,21.748771515527825,2.404107237009376
4.763332577293025,22.2560646708464,7.81554415048973,clear,afternoon,Sat,1,4,2,13.498460506812918,3.0042260999649435
2.5196515845300747,11.334478774720239,5.103739043748738,snow,afternoon,Fri,2,2,0,20.127440859553374,2.281340512120446
2.3333690008814223,42.261830009575554,6.191238850948217,clear,night,Wed,4,3,0,20.80810381775667,8.793885463676325
5.378564530651727,22.595920042864527,13.618605066348906,clear,afternoon,Sat,4,2,0,14.626856042725798,3.3050726961992196
3.3581844360936066,13.607745245422054,9.326828682612764,rain,afternoon,Tue,5,3,1,20.37191528631095,2.772158333774387
0.1,29.051059784671146,7.7562322065934755,clear,afternoon,Mon,4,3,0,16.533956593900804,4.803289614865699
2.836849831498326,11.468327647068621,8.113812029557291,rain,afternoon,Tue,3,4,3,19.279133959086757,2.2109942499453417
4.460118830672945,17.51463894284275,5.379749453492774,clear,afternoon,Thu,3,3,1,16.23416960298744,2.8433561913319783
5.18641617335415,7.732567860325007,14.433799061827692,rain,night,Fri,2,3,1,21.35003298807532,1.650905789004699
3.634033465930583,29.71368549371384,13.6854887831261,clear,morning,Wed,1,2,1,10.146888042678171,3.0150144004006476
2.940521181771771,18.20915324759176,7.1001658277463235,rain,afternoon,Thu,1,4,2,18.76125047360737,3.4162648499037007
0.1,20.065406801366983,8.501088620576276,clear,afternoon,Mon,1,3,1,12.425012219515168,2.493129246965275
6.132576071543713,16.29137314522232,1.490503252829539,snow,afternoon,Tue,3,0,0,15.891919487631428,2.589011903668339
8.469652799517883,48.05996453122477,8.4065871910576,clear,afternoon,Tue,1,2,0,16.59913952361993,7.977540567540251
2.8654314830248553,19.76139345567452,13.451785320005062,snow,night,Fri,4,5,1,21.734233721512332,4.2949874402839425
2.657728874660794,10.396127494994182,10.057792166037462,clear,afternoon,Fri,3,3,0,24.7148718138966,2.5693895839970717
4.040106348733679,27.52666715821498,6.8137369124685065,rain,afternoon,Mon,5,10,0,23.16274025337728,6.375930414269044
3.5838355228768624,23.815418593072042,11.724757135053602,clear,afternoon,Fri,5,4,1,16.360302669062957,3.896274563730881
4.175588471572114,32.88882155123175,7.85744336237499,rain,afternoon,Fri,5,5,1,21.58071646891451,7.097643328938575
3.576702474858875,33.204744310925044,7.077717347898002,clear,afternoon,Wed,2,4,1,17.645752076906263,5.85922685887647
1.4961759332296025,14.860321578820948,12.283534251756436,clear,night,Wed,1,2,1,19.406276397123328,2.8838350790873544
5.5086412894359675,21.904699400524613,11.00233059470694,clear,night,Wed,3,4,2,16.27619583490557,3.5652517714767726
4.615156413881003,55.602426678784624,10.313460350592475,snow,afternoon,Tue,3,6,1,25.545773206410566,14.204069816623043
3.6738834513376215,29.78270101731229,7.2035747153791245,clear,afternoon,Wed,3,1,3,20.83431016161963,6.205020304454687
3.2779566253587307,30.79195790947026,8.879344684673102,rain,morning,Thu,1,0,2,13.817090080857666,4.254552562011283
7.870645553129173,24.075470634894334,6.757157631733282,clear,afternoon,Mon,4,6,1,18.002907746193745,4.334284767861992
5.128573099549087,7.964069702412343,10.605970124519297,snow,morning,Wed,3,2,2,25.63334711004232,2.0414576309050703
4.31391651386988,16.14307610294871,5.4050319233754625,clear,night,Mon,2,4,1,22.86812277275903,3.6916184625222352
2.9213409616275596,35.49573620183512,6.0327770246452515,rain,afternoon,Fri,1,4,0,22.511555097254966,7.99064221225239
4.475436803224692,13.128255871807673,12.80397244593012,clear,afternoon,Sun,2,5,0,19.522106675643183,2.562912115945684
0.1,8.456014815505778,6.390316949855425,rain,afternoon,Thu,4,4,2,24.14988206525564,2.0421176053651897
2.7120565585253384,22.703385265916413,5.027891634178306,clear,afternoon,Thu,2,2,0,16.292592761551003,3.6989701044617345
2.106228618679704,18.44831116323879,12.279084075877627,clear,afternoon,Thu,2,5,0,9.120678957511064,1.682611234281685
